gene_id,acronym,gene_name,ise_id,plane,entrez,valid
85485,Fam167a,"family with sequence similarity 167, member A",71924279,coronal,219148,True
85485,Fam167a,"family with sequence similarity 167, member A",70305216,sagittal,219148,True
42112,Tmed6,transmembrane emp24 protein transport domain containing 6,70201558,sagittal,66269,True
35653,Cpb2,carboxypeptidase B2 (plasma),75931617,sagittal,56373,True
108856,Gal3st4,galactose-3-O-sulfotransferase 4,69672731,sagittal,330217,True
85441,Wdhd1,WD repeat and HMG-box DNA binding protein 1,68797685,sagittal,218973,True
51170,Atf7ip2,activating transcription factor 7 interacting protein 2,70305407,sagittal,75329,True
19415,Rbm3,RNA binding motif protein 3,100142528,sagittal,19652,True
16617,Lep,leptin,69736082,sagittal,16846,True
49755,Irak3,interleukin-1 receptor-associated kinase 3,70278087,sagittal,73914,True
42653,Rbm22,RNA binding motif protein 22,74059292,sagittal,66810,True
44401,Pdrg1,p53 and DNA damage regulated 1,69549267,sagittal,68559,True
43673,Rer1,RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae),323586,coronal,67830,True
43673,Rer1,RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae),76098401,sagittal,67830,True
83154,Mcfd2,multiple coagulation factor deficiency 2,513474,sagittal,193813,True
14195,Gal,galanin,70231997,coronal,14419,True
14195,Gal,galanin,68924578,sagittal,14419,True
29922,Zfp330,zinc finger protein 330,75081398,coronal,30932,True
29922,Zfp330,zinc finger protein 330,70474077,sagittal,30932,True
86803,Ncoa5,nuclear receptor coactivator 5,79360261,sagittal,228869,True
88989,Cldn19,claudin 19,69548988,sagittal,242653,True
44208,Tmem129,transmembrane protein 129,67764908,sagittal,68366,True
48586,Tmem161b,transmembrane protein 161B,68667192,sagittal,72745,True
14469,Gnb2,"guanine nucleotide binding protein (G protein), beta 2",514,sagittal,14693,True
14469,Gnb2,"guanine nucleotide binding protein (G protein), beta 2",512,coronal,14693,True
14469,Gnb2,"guanine nucleotide binding protein (G protein), beta 2",513,sagittal,14693,True
109048,Tgm4,transglutaminase 4 (prostate),69980328,sagittal,331046,True
87046,C8a,"complement component 8, alpha polypeptide",68795463,sagittal,230558,True
12201,Cbx2,chromobox homolog 2 (Drosophila Pc class),67814209,sagittal,12416,True
17766,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",71209841,sagittal,17999,True
17766,Nedd4,"neural precursor cell expressed, developmentally down-regulated 4",70813143,sagittal,17999,True
19648,Rorc,RAR-related orphan receptor gamma,80525643,sagittal,19885,True
65288,Tmem168,transmembrane protein 168,75774112,coronal,101118,True
65288,Tmem168,transmembrane protein 168,293255,sagittal,101118,True
86484,Lpgat1,lysophosphatidylglycerol acyltransferase 1,576419,sagittal,226856,True
153847,Gm6658,predicted gene 6658,74822588,sagittal,626231,True
21593,Thrb,thyroid hormone receptor beta,69290674,sagittal,21834,True
21593,Thrb,thyroid hormone receptor beta,71249069,coronal,21834,True
43311,Mmd,monocyte to macrophage differentiation-associated,583559,sagittal,67468,True
35595,Rhcg,Rhesus blood group-associated C glycoprotein,78634041,sagittal,56315,True
42590,4933400A11Rik,"capping protein (actin filament) muscle Z-line, alpha 1 pseudogene",71892041,sagittal,66747,True
12977,Gadd45a,growth arrest and DNA-damage-inducible 45 alpha,576421,sagittal,13197,True
128235,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,70276861,sagittal,407972,True
142542,LOC545181,-,74736420,sagittal,545181,True
54148,Gpr108,G protein-coupled receptor 108,1620,sagittal,78308,True
54148,Gpr108,G protein-coupled receptor 108,1619,coronal,78308,True
92398,Snx17,sorting nexin 17,68910969,sagittal,266781,True
17693,Myoc,myocilin,71234527,sagittal,17926,True
48202,Ces2g,carboxylesterase 2G,68445053,sagittal,72361,True
49947,Dcaf6,DDB1 and CUL4 associated factor 6,71283450,sagittal,74106,True
48254,Kcnmb2,"potassium large conductance calcium-activated channel, subfamily M, beta member 2",74635689,sagittal,72413,True
42836,Smarcd3,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3",100143575,sagittal,66993,True
107122,E230001N04Rik,RIKEN cDNA E230001N04 gene,69671774,sagittal,320187,True
77296,Csprs,component of Sp100-rs,69734738,sagittal,114564,True
48621,Rspo3,R-spondin 3 homolog (Xenopus laevis),69980352,sagittal,72780,True
52745,Lrg1,leucine-rich alpha-2-glycoprotein 1,68499183,sagittal,76905,True
44993,Lzic,leucine zipper and CTNNBIP1 domain containing,276064,coronal,69151,True
44993,Lzic,leucine zipper and CTNNBIP1 domain containing,199141,sagittal,69151,True
84686,Gnptg,"N-acetylglucosamine-1-phosphotransferase, gamma subunit",74357658,sagittal,214505,True
43090,Mosc2,MOCO sulphurase C-terminal domain containing 2,68269301,sagittal,67247,True
66001,C230052I12Rik,RIKEN cDNA C230052I12 gene,69530905,sagittal,101831,True
11719,Atp1b3,"ATPase, Na+/K+ transporting, beta 3 polypeptide",69526952,sagittal,11933,True
44618,Taf11,"TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor",69816954,sagittal,68776,True
26623,B3galt1,"UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1",69527896,sagittal,26877,True
20634,Stk16,serine/threonine kinase 16,68080710,sagittal,20872,True
16420,Kpna3,karyopherin (importin) alpha 3,73512563,sagittal,16648,True
139765,Mm.323455,Unigene Mm.323455,74430930,sagittal,None,True
17292,Mpp1,"membrane protein, palmitoylated",75826682,sagittal,17524,True
13838,F2,coagulation factor II,68302245,sagittal,14061,True
66737,Slc22a13,"solute carrier family 22 (organic cation transporter), member 13",1664,sagittal,102570,True
66737,Slc22a13,"solute carrier family 22 (organic cation transporter), member 13",1663,coronal,102570,True
48934,3110006O06Rik,RIKEN cDNA 3110006O06 gene,69407451,sagittal,73093,True
42433,Farsa,"phenylalanyl-tRNA synthetase, alpha subunit",74357743,sagittal,66590,True
42433,Farsa,"phenylalanyl-tRNA synthetase, alpha subunit",71723930,sagittal,66590,True
84207,Zfp677,zinc finger protein 677,74822844,sagittal,210503,True
93488,Gm711,predicted gene 711,69114567,sagittal,279029,True
45159,Hmgb4,high-mobility group box 4,75861016,sagittal,69317,True
107179,Ttll5,"tubulin tyrosine ligase-like family, member 5",68157391,sagittal,320244,True
11539,Anxa8,annexin A8,71616349,sagittal,11752,True
11773,Slc7a1,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 1",69874036,sagittal,11987,True
21166,Hnf1a,HNF1 homeobox A,77464918,sagittal,21405,True
21706,Tnfsf8,"tumor necrosis factor (ligand) superfamily, member 8",69981213,sagittal,21949,True
44550,Rabl2,"RAB, member of RAS oncogene family-like 2",678693,sagittal,68708,True
92936,Nlrx1,NLR family member X1,68667210,sagittal,270151,True
12213,Ccna2,cyclin A2,77464888,sagittal,12428,True
135712,Arhgef15,Rho guanine nucleotide exchange factor (GEF) 15,71281517,sagittal,442801,True
135712,Arhgef15,Rho guanine nucleotide exchange factor (GEF) 15,74431616,sagittal,442801,True
21894,Ttk,Ttk protein kinase,70565357,sagittal,22137,True
14187,Slc6a12,"solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12",78534516,sagittal,14411,True
18544,Pla2g2a,"phospholipase A2, group IIA (platelets, synovial fluid)",68924521,sagittal,18780,True
54085,Acbd7,acyl-Coenzyme A binding domain containing 7,71892430,sagittal,78245,True
21732,Top3a,topoisomerase (DNA) III alpha,70191955,sagittal,21975,True
130645,Gm1965,predicted gene 1965,70787263,sagittal,434065,True
33500,Arl6ip1,ADP-ribosylation factor-like 6 interacting protein 1,69526874,sagittal,54208,True
93083,Gm5067,predicted gene 5067,70595805,sagittal,272714,True
18921,Cyth2,cytohesin 2,73514857,sagittal,19158,True
51558,Cul5,cullin 5,69170192,sagittal,75717,True
19458,Reg3g,regenerating islet-derived 3 gamma,69117116,sagittal,19695,True
45044,Ptms,parathymosin,68798711,sagittal,69202,True
84716,L3mbtl2,l(3)mbt-like 2 (Drosophila),67815942,sagittal,214669,True
17950,Nrg3,neuregulin 3,71920454,sagittal,18183,True
91084,Olfr125,olfactory receptor 125,74720663,sagittal,258287,True
15675,Id2,inhibitor of DNA binding 2,71836806,coronal,15902,True
15675,Id2,inhibitor of DNA binding 2,413825,sagittal,15902,True
31275,Srpx,sushi-repeat-containing protein,80472068,sagittal,51795,True
31275,Srpx,sushi-repeat-containing protein,68498570,sagittal,51795,True
41234,Nisch,nischarin,73811513,sagittal,64652,True
41234,Nisch,nischarin,69134550,sagittal,64652,True
87417,D130058E03,uncharacterized protein D130058E03,70305652,sagittal,232386,True
86200,Kcng3,"potassium voltage-gated channel, subfamily G, member 3",70278129,sagittal,225030,True
86200,Kcng3,"potassium voltage-gated channel, subfamily G, member 3",71717451,coronal,225030,True
43107,Ndufb8,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8,74743256,coronal,67264,True
43107,Ndufb8,NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8,71234620,sagittal,67264,True
86883,Syt11,synaptotagmin XI,2650,sagittal,229521,True
86883,Syt11,synaptotagmin XI,2649,coronal,229521,True
86270,Onecut2,"one cut domain, family member 2",69289645,sagittal,225631,True
139631,Mm.233461,Unigene Mm.233461,71152575,sagittal,None,True
65646,Plekha1,"pleckstrin homology domain containing, family A (phosphoinositide binding specific) member 1",583860,sagittal,101476,True
132123,LOC435551,similar to 40S ribosomal protein S2,74743489,sagittal,435551,True
18960,Pspn,persephin,71377826,sagittal,19197,True
20238,Six6,sine oculis-related homeobox 6 homolog (Drosophila),70593357,sagittal,20476,True
84259,Trim41,tripartite motif-containing 41,587432,sagittal,211007,True
49430,1700101I19Rik,RIKEN cDNA 1700101I19 gene,74359072,sagittal,73589,True
48819,Cnih3,cornichon homolog 3 (Drosophila),39,coronal,72978,True
48819,Cnih3,cornichon homolog 3 (Drosophila),40,sagittal,72978,True
150338,F930003F07Rik*,RIKEN cDNA F930003F07 gene (non-RefSeq),73767412,sagittal,None,True
23713,Oasl2,2'-5' oligoadenylate synthetase-like 2,68546317,sagittal,23962,True
107227,Rasgef1b,"RasGEF domain family, member 1B",68798495,sagittal,320292,True
107227,Rasgef1b,"RasGEF domain family, member 1B",71358553,coronal,320292,True
15207,Hoxd12,homeobox D12,69289177,sagittal,15432,True
158333,Gm13889,predicted gene 13889,74076108,sagittal,620695,True
158333,Gm13889,predicted gene 13889,77280557,coronal,620695,True
42346,1810034E14Rik,RIKEN cDNA 1810034E14 gene,73767380,sagittal,66503,True
43766,Tceb1,"transcription elongation factor B (SIII), polypeptide 1",68744564,sagittal,67923,True
47730,Epn3,epsin 3,74357584,coronal,71889,True
47730,Epn3,epsin 3,72283755,sagittal,71889,True
71692,Il1rl2,interleukin 1 receptor-like 2,75931598,sagittal,107527,True
71692,Il1rl2,interleukin 1 receptor-like 2,71161537,sagittal,107527,True
86463,Gm104,"beclin 1, autophagy related pseudogene",70295835,sagittal,226720,True
14481,Bscl2,Bernardinelli-Seip congenital lipodystrophy 2 homolog (human),68798085,sagittal,14705,True
14199,Galnt1,UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 1,68666977,sagittal,14423,True
21761,Tpm2,"tropomyosin 2, beta",71486976,sagittal,22004,True
36553,Slurp1,secreted Ly6/Plaur domain containing 1,70598376,sagittal,57277,True
87727,Vwa3a,von Willebrand factor A domain containing 3A,72472789,coronal,233813,True
87727,Vwa3a,von Willebrand factor A domain containing 3A,69671690,sagittal,233813,True
84471,Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,67815969,sagittal,212880,True
84471,Ddx46,DEAD (Asp-Glu-Ala-Asp) box polypeptide 46,73870761,sagittal,212880,True
86751,Mavs,mitochondrial antiviral signaling protein,69261395,sagittal,228607,True
128459,BC040756,cDNA sequence BC040756,71212590,sagittal,414073,True
18272,Pax4,paired box gene 4,69289667,sagittal,18506,True
13832,Ezh1,enhancer of zeste homolog 1 (Drosophila),293890,sagittal,14055,True
48822,Prkrir,"protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor)",69169773,sagittal,72981,True
85019,Gabrp,"gamma-aminobutyric acid (GABA) A receptor, pi",75888749,coronal,216643,True
85019,Gabrp,"gamma-aminobutyric acid (GABA) A receptor, pi",75831175,sagittal,216643,True
43569,Fam114a2,"family with sequence similarity 114, member A2",1992,coronal,67726,True
43569,Fam114a2,"family with sequence similarity 114, member A2",79583813,coronal,67726,True
43569,Fam114a2,"family with sequence similarity 114, member A2",1993,sagittal,67726,True
43569,Fam114a2,"family with sequence similarity 114, member A2",74990507,sagittal,67726,True
92752,Plch1,"phospholipase C, eta 1",71717604,coronal,269437,True
92752,Plch1,"phospholipase C, eta 1",70528342,sagittal,269437,True
43014,Dram2,DNA-damage regulated autophagy modulator 2,69170318,sagittal,67171,True
143293,Vmn1r39,vomeronasal 1 receptor 39,74736498,sagittal,546903,True
91899,Olfr630,olfactory receptor 630,74734752,sagittal,259102,True
84868,Clvs2,clavesin 2,71924374,coronal,215890,True
84868,Clvs2,clavesin 2,70528157,sagittal,215890,True
124782,Scn4b,"sodium channel, type IV, beta",73636111,coronal,399548,True
124782,Scn4b,"sodium channel, type IV, beta",71487184,sagittal,399548,True
91281,Olfr1410,olfactory receptor 1410,73653314,sagittal,258484,True
42510,Hspbap1,Hspb associated protein 1,70277973,sagittal,66667,True
42690,Hint3,histidine triad nucleotide binding protein 3,199218,sagittal,66847,True
164452,Kif26a,kinesin family member 26A,71529989,sagittal,668303,True
42754,Nudt16l1,nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1,68161470,sagittal,66911,True
21408,Tcte3,t-complex-associated testis expressed 3,69174499,sagittal,21647,True
86158,Rrp36,ribosomal RNA processing 36 homolog (S. cerevisiae),68302035,sagittal,224823,True
150274,F630025H21Rik*,RIKEN cDNA F630025H21 gene (non-RefSeq),73748860,sagittal,None,True
139728,Mm.297635,Unigene Mm.297635,71161489,sagittal,None,True
49677,Slc35b2,"solute carrier family 35, member B2",2613,coronal,73836,True
49677,Slc35b2,"solute carrier family 35, member B2",2614,sagittal,73836,True
87059,Zcchc11,"zinc finger, CCHC domain containing 11",74277333,sagittal,230594,True
14389,Gja5,"gap junction protein, alpha 5",77790744,sagittal,14613,True
14389,Gja5,"gap junction protein, alpha 5",68799029,sagittal,14613,True
120602,A830080D01Rik,RIKEN cDNA A830080D01 gene,72283557,sagittal,382252,True
16428,Hivep3,human immunodeficiency virus type I enhancer binding protein 3,71393358,sagittal,16656,True
16428,Hivep3,human immunodeficiency virus type I enhancer binding protein 3,73834499,sagittal,16656,True
17027,Mef2a,myocyte enhancer factor 2A,199392,coronal,17258,True
17027,Mef2a,myocyte enhancer factor 2A,100142513,sagittal,17258,True
40846,St7,suppression of tumorigenicity 7,69095947,sagittal,64213,True
128953,Neurl2,neuralized-like 2 (Drosophila),74581122,sagittal,415115,True
45638,1600029I14Rik,RIKEN cDNA 1600029I14 gene,71919212,sagittal,69797,True
16919,Mfap2,microfibrillar-associated protein 2,68117990,sagittal,17150,True
18948,Psmd4,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",2503,coronal,19185,True
18948,Psmd4,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",2504,sagittal,19185,True
18385,Penk,preproenkephalin,69116554,sagittal,18619,True
18385,Penk,preproenkephalin,74881286,coronal,18619,True
50065,1700014D04Rik,RIKEN cDNA 1700014D04 gene,76081049,sagittal,74224,True
107636,Fam19a4,"family with sequence similarity 19, member A4",72472752,coronal,320701,True
107636,Fam19a4,"family with sequence similarity 19, member A4",69530786,sagittal,320701,True
16986,Mcm4,minichromosome maintenance deficient 4 homolog (S. cerevisiae),68076912,sagittal,17217,True
107286,D230037D09Rik,RIKEN cDNA D230037D09 gene,69608893,sagittal,320351,True
12786,Vcan,versican,73520975,coronal,13003,True
35544,Cpxm1,carboxypeptidase X 1 (M14 family),75934517,sagittal,56264,True
43643,Dgat2,diacylglycerol O-acyltransferase 2,72077467,coronal,67800,True
43643,Dgat2,diacylglycerol O-acyltransferase 2,68861680,sagittal,67800,True
35474,Tro,trophinin,74819332,coronal,56191,True
35474,Tro,trophinin,69837423,sagittal,56191,True
108796,Catsper4,"cation channel, sperm associated 4",69236981,sagittal,329954,True
32811,Stx7,syntaxin 7,69887415,sagittal,53331,True
14123,Fut7,fucosyltransferase 7,69672647,sagittal,14347,True
43815,Atp2b1,"ATPase, Ca++ transporting, plasma membrane 1",75197618,sagittal,67972,True
43815,Atp2b1,"ATPase, Ca++ transporting, plasma membrane 1",77280449,coronal,67972,True
26658,Gcat,glycine C-acetyltransferase (2-amino-3-ketobutyrate-coenzyme A ligase),68499135,sagittal,26912,True
48396,Shisa9,shisa homolog 9 (Xenopus laevis),74363334,coronal,72555,True
48396,Shisa9,shisa homolog 9 (Xenopus laevis),71809079,sagittal,72555,True
60391,Gabarapl2,gamma-aminobutyric acid (GABA) A receptor-associated protein-like 2,68637778,sagittal,93739,True
43517,Trmt112,tRNA methyltransferase 11-2 homolog (S. cerevisiae),71654121,sagittal,67674,True
44786,Tmco1,transmembrane and coiled-coil domains 1,386233,sagittal,68944,True
13815,Expi,extracellular proteinase inhibitor,68301222,sagittal,14038,True
89264,Mtss1l,metastasis suppressor 1-like,77332715,coronal,244654,True
89264,Mtss1l,metastasis suppressor 1-like,69816494,sagittal,244654,True
33915,Paf1,"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)",248542,sagittal,54624,True
33915,Paf1,"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)",293469,coronal,54624,True
13495,Eln,elastin,69262291,sagittal,13717,True
49125,Ddit4l,DNA-damage-inducible transcript 4-like,71836878,coronal,73284,True
49125,Ddit4l,DNA-damage-inducible transcript 4-like,68546203,sagittal,73284,True
20256,Slc10a2,"solute carrier family 10, member 2",78534548,sagittal,20494,True
12736,Cry2,cryptochrome 2 (photolyase-like),303,sagittal,12953,True
12736,Cry2,cryptochrome 2 (photolyase-like),302,coronal,12953,True
72310,Galnt7,UDP-N-acetyl-alpha-D-galactosamine: polypeptide N-acetylgalactosaminyltransferase 7,70276849,sagittal,108150,True
42791,Acad8,"acyl-Coenzyme A dehydrogenase family, member 8",678718,sagittal,66948,True
76122,Dlx1as,"distal-less homeobox 1, antisense",79906735,sagittal,111970,True
52930,Ocel1,occludin/ELL domain containing 1,74580895,sagittal,77090,True
49595,Thap1,"THAP domain containing, apoptosis associated protein 1",44,coronal,73754,True
49595,Thap1,"THAP domain containing, apoptosis associated protein 1",45,sagittal,73754,True
53974,Lpar4,lysophosphatidic acid receptor 4,69257510,sagittal,78134,True
129894,LOC433310,hypothetical gene supported by AK053027,71808686,sagittal,433310,True
47202,Aifm2,"apoptosis-inducing factor, mitochondrion-associated 2",71656094,sagittal,71361,True
83915,Alg11,"asparagine-linked glycosylation 11 homolog (yeast, alpha-1,2-mannosyltransferase)",69262233,sagittal,207958,True
131403,LOC434823,LOC434823,71022421,sagittal,434823,True
20440,Sox5,SRY-box containing gene 5,1286,sagittal,20678,True
20440,Sox5,SRY-box containing gene 5,1285,sagittal,20678,True
20440,Sox5,SRY-box containing gene 5,1284,coronal,20678,True
69669,Exoc5,exocyst complex component 5,69838541,sagittal,105504,True
69669,Exoc5,exocyst complex component 5,71152306,sagittal,105504,True
45704,Ttc39b,tetratricopeptide repeat domain 39B,587422,sagittal,69863,True
45704,Ttc39b,tetratricopeptide repeat domain 39B,70634139,coronal,69863,True
45704,Ttc39b,tetratricopeptide repeat domain 39B,69201660,sagittal,69863,True
60525,Pcdhb5,protocadherin beta 5,79354788,sagittal,93876,True
45572,Gemin7,gem (nuclear organelle) associated protein 7,70545925,sagittal,69731,True
84571,Fbxo42,F-box protein 42,71232662,sagittal,213499,True
89276,Mtnr1b,melatonin receptor 1B,69258178,sagittal,244701,True
107184,D130009I18Rik,RIKEN cDNA D130009I18 gene,71021164,sagittal,320249,True
43776,Hcfc2,host cell factor C2,69407074,sagittal,67933,True
53723,6030498E09Rik,RIKEN cDNA 6030498E09 gene,70227890,sagittal,77883,True
13613,Epha1,Eph receptor A1,73584807,sagittal,13835,True
13613,Epha1,Eph receptor A1,74640882,coronal,13835,True
11829,Bcl2,B cell leukemia/lymphoma 2,69529274,sagittal,12043,True
18484,Pip5k1b,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta",74425520,coronal,18719,True
18484,Pip5k1b,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta",77887888,coronal,18719,True
18484,Pip5k1b,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta",77910805,sagittal,18719,True
18484,Pip5k1b,"phosphatidylinositol-4-phosphate 5-kinase, type 1 beta",68744851,sagittal,18719,True
31920,Tax1bp1,Tax1 (human T cell leukemia virus type I) binding protein 1,68300890,sagittal,52440,True
106569,Efcab5,EF-hand calcium binding domain 5,73584825,sagittal,319634,True
91455,Olfr734,olfactory receptor 734,74734914,sagittal,258658,True
42266,2410022L05Rik,RIKEN cDNA 2410022L05 gene,74357594,sagittal,66423,True
33181,Cdkl2,cyclin-dependent kinase-like 2 (CDC2-related kinase),74735283,sagittal,53886,True
32072,Brms1l,breast cancer metastasis-suppressor 1-like,68744671,sagittal,52592,True
14648,Gstt2,"glutathione S-transferase, theta 2",100146056,sagittal,14872,True
48973,Slc25a16,"solute carrier family 25 (mitochondrial carrier, Graves disease autoantigen), member 16",70565240,sagittal,73132,True
11588,Cd5l,CD5 antigen-like,633687,sagittal,11801,True
13632,Epn1,epsin 1,76003523,sagittal,13854,True
110651,Tas2r123,"taste receptor, type 2, member 123",70785176,sagittal,353167,True
109018,Pate2,prostate and testis expressed 2,72471803,sagittal,330921,True
35512,Thsd1,"thrombospondin, type I, domain 1",72004434,sagittal,56229,True
54268,Wibg,within bgcn homolog (Drosophila),69113895,sagittal,78428,True
16367,Klc2,kinesin light chain 2,618,coronal,16594,True
16367,Klc2,kinesin light chain 2,619,sagittal,16594,True
47353,9030419F21Rik,RIKEN cDNA 9030419F21 gene,73635465,sagittal,71512,True
46174,Cd3eap,"CD3E antigen, epsilon polypeptide associated protein",248561,sagittal,70333,True
22147,Wee1,WEE 1 homolog 1 (S. pombe),70429471,sagittal,22390,True
121699,LOC385069,"similar to Chain A, Interactions Causing The Kinetic Trap In Serpin Protein Folding",70608403,sagittal,385069,True
11881,Bglap-rs1,"bone gamma-carboxyglutamate protein, related sequence 1",68631978,sagittal,12095,True
129449,B020004C17Rik,RIKEN cDNA B020004C17 gene,70725519,sagittal,432860,True
51124,4930556L07Rik,RIKEN cDNA 4930556L07 gene,70218372,sagittal,75283,True
84861,Taar6,trace amine-associated receptor 6,70724989,sagittal,215855,True
43870,Tmem178,transmembrane protein 178,69407272,sagittal,68027,True
43870,Tmem178,transmembrane protein 178,73992709,coronal,68027,True
14378,Ghrhr,growth hormone releasing hormone receptor,75931533,sagittal,14602,True
109370,Akap17b,A kinase (PRKA) anchor protein 17B,69527836,sagittal,338351,True
12206,Rb1cc1,RB1-inducible coiled-coil 1,75043159,coronal,12421,True
12206,Rb1cc1,RB1-inducible coiled-coil 1,71998949,sagittal,12421,True
87299,Naa25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",71281168,sagittal,231713,True
87299,Naa25,"N(alpha)-acetyltransferase 25, NatB auxiliary subunit",77904691,sagittal,231713,True
23721,Pacsin2,protein kinase C and casein kinase substrate in neurons 2,74047920,coronal,23970,True
23721,Pacsin2,protein kinase C and casein kinase substrate in neurons 2,68080689,sagittal,23970,True
23721,Pacsin2,protein kinase C and casein kinase substrate in neurons 2,74638864,sagittal,23970,True
23764,Grk1,G protein-coupled receptor kinase 1,71587770,sagittal,24013,True
51778,4930594M17Rik,RIKEN cDNA 4930594M17 gene,72283456,sagittal,75937,True
20673,Stxbp2,syntaxin binding protein 2,77620361,sagittal,20911,True
20673,Stxbp2,syntaxin binding protein 2,75774667,coronal,20911,True
20673,Stxbp2,syntaxin binding protein 2,71608413,sagittal,20911,True
23866,Best1,bestrophin 1,70302992,sagittal,24115,True
87133,Il22ra1,"interleukin 22 receptor, alpha 1",71832913,sagittal,230828,True
87133,Il22ra1,"interleukin 22 receptor, alpha 1",77924422,sagittal,230828,True
51247,Ndufs7,NADH dehydrogenase (ubiquinone) Fe-S protein 7,70526029,sagittal,75406,True
74795,Prps2,phosphoribosyl pyrophosphate synthetase 2,69080734,sagittal,110639,True
36533,Vav3,vav 3 oncogene,69169588,sagittal,57257,True
36533,Vav3,vav 3 oncogene,76085746,coronal,57257,True
16226,Jak3,Janus kinase 3,69735658,sagittal,16453,True
21663,Otop1,otopetrin 1,71210583,sagittal,21906,True
15947,Il18rap,interleukin 18 receptor accessory protein,71529941,sagittal,16174,True
49889,4632428N05Rik,RIKEN cDNA 4632428N05 gene,75695652,sagittal,74048,True
41544,Zfp110,zinc finger protein 110,71763661,sagittal,65020,True
29945,Pik3cg,"phosphoinositide-3-kinase, catalytic, gamma polypeptide",69013528,sagittal,30955,True
22386,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",1128,sagittal,22629,True
22386,Ywhah,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide",1127,coronal,22629,True
17811,Nfya,nuclear transcription factor-Y alpha,70919215,sagittal,18044,True
17811,Nfya,nuclear transcription factor-Y alpha,71763504,sagittal,18044,True
35645,Clcnkb,chloride channel Kb,71627818,sagittal,56365,True
92818,Rnft2,"ring finger protein, transmembrane 2",68918964,sagittal,269695,True
13381,Opn3,opsin 3,71020433,coronal,13603,True
13381,Opn3,opsin 3,69258220,sagittal,13603,True
43950,Cntd1,cyclin N-terminal domain containing 1,69080499,sagittal,68107,True
17301,Mrc2,"mannose receptor, C type 2",71020779,sagittal,17534,True
82061,Rac3,RAS-related C3 botulinum substrate 3,70785006,sagittal,170758,True
61201,Tprn,taperin,69531007,sagittal,97031,True
106623,5930422O12Rik,RIKEN cDNA 5930422O12 gene,69444735,sagittal,319688,True
16349,Kif7,kinesin family member 7,69735813,sagittal,16576,True
86930,Gpr61,G protein-coupled receptor 61,69257606,sagittal,229714,True
85135,Arl5c,ADP-ribosylation factor-like 5C,77620439,sagittal,217151,True
42240,Sar1b,SAR1 gene homolog B (S. cerevisiae),69873397,sagittal,66397,True
31418,Ccdc39,coiled-coil domain containing 39,69608941,sagittal,51938,True
89076,Gimap8,"GTPase, IMAP family member 8",75197648,sagittal,243374,True
51312,1700009N14Rik,RIKEN cDNA 1700009N14 gene,74822594,sagittal,75471,True
120115,Gm340,predicted gene 340,70298513,sagittal,381224,True
69313,Iars,isoleucine-tRNA synthetase,69735192,sagittal,105148,True
72241,Prkaa2,"protein kinase, AMP-activated, alpha 2 catalytic subunit",71212129,sagittal,108079,True
44971,Pex11c,peroxisomal biogenesis factor 11 gamma,69783005,sagittal,69129,True
88836,Fam78a,"family with sequence similarity 78, member A",70228370,sagittal,241303,True
88740,Kif20b,kinesin family member 20B,71020775,sagittal,240641,True
84436,Gm266,predicted gene 266,71307358,sagittal,212539,True
91177,Olfr461,olfactory receptor 461,74724115,sagittal,258380,True
15972,Il9r,interleukin 9 receptor,69735443,sagittal,16199,True
109389,Nalcn,"sodium leak channel, non-selective",69448686,sagittal,338370,True
22446,Zfp27,zinc finger protein 27,70445335,sagittal,22689,True
84608,Arcn1,archain 1,583567,sagittal,213827,True
40718,Clstn2,calsyntenin 2,73636091,coronal,64085,True
40718,Clstn2,calsyntenin 2,74003395,sagittal,64085,True
40718,Clstn2,calsyntenin 2,74003410,sagittal,64085,True
13839,F2r,coagulation factor II (thrombin) receptor,100144089,sagittal,14062,True
13839,F2r,coagulation factor II (thrombin) receptor,1711,coronal,14062,True
